,fear,negative,sadness,positive,trust,surprise,anticipation,joy,anger,disgust
291,15.0,28.0,16.0,18.0,9.0,1.0,5.0,3.0,8.0,5.0
292,15.0,28.0,16.0,18.0,9.0,1.0,5.0,3.0,8.0,5.0
293,27.0,33.0,15.0,24.0,16.0,7.0,18.0,5.0,9.0,4.0
294,12.0,15.0,10.0,14.0,8.0,2.0,5.0,3.0,5.0,7.0
295,17.0,22.0,10.0,12.0,6.0,5.0,7.0,3.0,6.0,4.0
296,11.0,15.0,6.0,16.0,9.0,10.0,19.0,1.0,4.0,1.0
297,81.0,117.0,78.0,93.0,59.0,24.0,50.0,18.0,43.0,33.0
298,81.0,115.0,78.0,81.0,51.0,25.0,49.0,17.0,44.0,33.0
299,28.0,32.0,18.0,25.0,19.0,11.0,15.0,8.0,11.0,6.0
300,18.0,24.0,23.0,18.0,16.0,4.0,8.0,1.0,5.0,5.0
301,6.0,10.0,9.0,11.0,10.0,5.0,8.0,5.0,1.0,
302,7.0,2.0,5.0,10.0,10.0,2.0,3.0,1.0,,
303,29.0,39.0,19.0,171.0,66.0,21.0,54.0,42.0,6.0,3.0
304,16.0,21.0,8.0,33.0,31.0,1.0,18.0,4.0,1.0,
305,16.0,21.0,8.0,32.0,31.0,1.0,19.0,3.0,1.0,
306,15.0,19.0,8.0,31.0,29.0,1.0,17.0,3.0,,
307,16.0,21.0,8.0,32.0,31.0,1.0,19.0,3.0,1.0,
308,11.0,7.0,,12.0,8.0,1.0,9.0,1.0,2.0,1.0
309,23.0,33.0,23.0,34.0,10.0,4.0,15.0,4.0,4.0,3.0
310,30.0,37.0,18.0,50.0,28.0,5.0,25.0,10.0,17.0,6.0
311,3.0,5.0,1.0,18.0,12.0,2.0,5.0,2.0,,
312,16.0,28.0,17.0,33.0,19.0,6.0,14.0,5.0,3.0,5.0
313,37.0,38.0,27.0,45.0,33.0,,16.0,3.0,4.0,3.0
314,6.0,9.0,4.0,16.0,11.0,3.0,8.0,4.0,2.0,2.0
315,8.0,12.0,3.0,19.0,10.0,3.0,9.0,2.0,7.0,1.0
316,21.0,32.0,13.0,30.0,20.0,6.0,15.0,8.0,8.0,8.0
317,5.0,5.0,4.0,13.0,10.0,2.0,4.0,,,
318,3.0,14.0,8.0,27.0,23.0,,10.0,4.0,4.0,
319,16.0,28.0,12.0,30.0,17.0,6.0,20.0,6.0,2.0,4.0
320,2.0,3.0,2.0,8.0,3.0,1.0,6.0,5.0,,
321,16.0,15.0,9.0,35.0,22.0,6.0,20.0,5.0,3.0,
322,9.0,15.0,4.0,17.0,11.0,2.0,6.0,3.0,5.0,1.0
323,37.0,39.0,22.0,57.0,37.0,7.0,31.0,9.0,15.0,9.0
324,8.0,9.0,5.0,29.0,14.0,5.0,11.0,4.0,3.0,1.0
325,30.0,54.0,26.0,66.0,48.0,5.0,27.0,8.0,16.0,4.0
326,17.0,22.0,12.0,24.0,17.0,4.0,15.0,5.0,6.0,3.0
327,11.0,9.0,6.0,20.0,12.0,4.0,11.0,5.0,3.0,2.0
328,15.0,17.0,10.0,33.0,21.0,1.0,13.0,6.0,6.0,6.0
329,15.0,17.0,10.0,33.0,21.0,1.0,13.0,6.0,6.0,6.0
330,19.0,26.0,10.0,34.0,29.0,6.0,17.0,8.0,8.0,1.0
331,21.0,45.0,17.0,52.0,19.0,7.0,24.0,10.0,10.0,5.0
332,5.0,13.0,2.0,20.0,9.0,3.0,11.0,4.0,3.0,
333,14.0,12.0,15.0,26.0,22.0,2.0,8.0,2.0,5.0,4.0
334,22.0,23.0,10.0,19.0,22.0,4.0,11.0,4.0,4.0,
335,13.0,13.0,9.0,31.0,20.0,8.0,18.0,7.0,8.0,7.0
336,60.0,77.0,43.0,110.0,57.0,13.0,63.0,15.0,22.0,20.0
337,19.0,26.0,14.0,53.0,30.0,2.0,26.0,2.0,7.0,4.0
338,38.0,59.0,30.0,55.0,40.0,17.0,30.0,15.0,21.0,18.0
339,1.0,4.0,1.0,23.0,13.0,3.0,6.0,1.0,6.0,
340,5.0,8.0,8.0,18.0,10.0,1.0,2.0,,7.0,
341,5.0,8.0,8.0,18.0,10.0,1.0,2.0,,7.0,
342,5.0,8.0,8.0,18.0,10.0,1.0,2.0,,7.0,
343,17.0,20.0,9.0,40.0,22.0,7.0,12.0,5.0,7.0,5.0
344,17.0,20.0,9.0,40.0,22.0,7.0,12.0,5.0,7.0,5.0
345,39.0,54.0,31.0,83.0,36.0,13.0,30.0,10.0,12.0,13.0
346,7.0,13.0,2.0,27.0,20.0,1.0,8.0,3.0,9.0,2.0
347,3.0,8.0,4.0,15.0,7.0,,4.0,,4.0,4.0
348,14.0,26.0,7.0,29.0,16.0,5.0,14.0,3.0,6.0,2.0
349,9.0,10.0,5.0,17.0,7.0,1.0,6.0,4.0,3.0,1.0
350,252.0,334.0,155.0,467.0,260.0,62.0,159.0,66.0,96.0,66.0
351,200.0,277.0,132.0,374.0,213.0,45.0,128.0,52.0,79.0,56.0
352,9.0,12.0,3.0,25.0,16.0,2.0,13.0,4.0,2.0,1.0
353,9.0,12.0,3.0,25.0,16.0,2.0,13.0,4.0,2.0,1.0
354,44.0,68.0,29.0,104.0,43.0,9.0,53.0,19.0,29.0,15.0
355,225.0,286.0,142.0,485.0,269.0,68.0,187.0,57.0,61.0,53.0
356,2.0,5.0,3.0,14.0,5.0,3.0,6.0,2.0,1.0,
357,31.0,59.0,20.0,78.0,57.0,15.0,36.0,18.0,25.0,15.0
358,15.0,23.0,13.0,28.0,24.0,7.0,18.0,9.0,10.0,3.0
359,16.0,23.0,12.0,44.0,37.0,4.0,16.0,7.0,5.0,1.0
360,24.0,27.0,10.0,52.0,20.0,2.0,18.0,5.0,8.0,6.0
361,24.0,27.0,10.0,52.0,20.0,2.0,18.0,5.0,8.0,6.0
362,24.0,26.0,10.0,51.0,20.0,2.0,18.0,5.0,7.0,6.0
363,16.0,23.0,12.0,44.0,37.0,4.0,16.0,7.0,5.0,1.0
364,15.0,19.0,7.0,41.0,22.0,7.0,19.0,9.0,11.0,4.0
365,17.0,25.0,14.0,25.0,11.0,3.0,11.0,6.0,6.0,3.0
366,57.0,80.0,44.0,77.0,50.0,13.0,36.0,17.0,22.0,19.0
367,34.0,54.0,24.0,56.0,40.0,8.0,25.0,13.0,12.0,13.0
368,13.0,16.0,8.0,14.0,7.0,6.0,9.0,,5.0,5.0
369,258.0,366.0,194.0,477.0,258.0,87.0,200.0,63.0,68.0,60.0
370,10.0,9.0,3.0,39.0,29.0,4.0,9.0,4.0,4.0,1.0
371,20.0,20.0,10.0,75.0,40.0,10.0,36.0,11.0,6.0,4.0
372,218.0,255.0,137.0,387.0,211.0,82.0,161.0,77.0,78.0,73.0
373,14.0,21.0,8.0,38.0,12.0,1.0,9.0,3.0,4.0,9.0
374,25.0,32.0,12.0,60.0,29.0,6.0,19.0,5.0,11.0,4.0
375,6.0,9.0,1.0,13.0,8.0,4.0,5.0,2.0,1.0,1.0
376,6.0,10.0,2.0,26.0,14.0,2.0,14.0,2.0,2.0,
377,22.0,33.0,9.0,28.0,24.0,2.0,15.0,,10.0,2.0
378,18.0,30.0,6.0,38.0,17.0,2.0,10.0,5.0,8.0,2.0
379,10.0,10.0,1.0,25.0,8.0,2.0,13.0,2.0,2.0,1.0
380,10.0,10.0,1.0,25.0,8.0,2.0,13.0,2.0,2.0,1.0
381,18.0,31.0,6.0,38.0,22.0,2.0,10.0,5.0,8.0,2.0
382,10.0,21.0,12.0,12.0,11.0,1.0,9.0,1.0,2.0,3.0
383,10.0,12.0,1.0,29.0,12.0,1.0,7.0,5.0,5.0,
384,10.0,21.0,12.0,12.0,11.0,1.0,9.0,1.0,2.0,3.0
385,10.0,21.0,12.0,12.0,11.0,1.0,9.0,1.0,2.0,3.0
386,11.0,13.0,6.0,25.0,11.0,4.0,9.0,5.0,1.0,1.0
387,11.0,13.0,6.0,25.0,11.0,4.0,9.0,5.0,1.0,1.0
388,16.0,16.0,5.0,40.0,17.0,5.0,22.0,1.0,,3.0
389,23.0,33.0,12.0,34.0,10.0,5.0,16.0,3.0,4.0,5.0
390,30.0,41.0,12.0,45.0,36.0,10.0,19.0,4.0,11.0,10.0
391,23.0,33.0,12.0,34.0,10.0,5.0,16.0,3.0,4.0,5.0
392,23.0,33.0,12.0,34.0,10.0,5.0,16.0,3.0,4.0,5.0
393,23.0,33.0,12.0,34.0,10.0,5.0,16.0,3.0,4.0,5.0
394,59.0,81.0,50.0,69.0,37.0,15.0,43.0,11.0,30.0,19.0
395,21.0,32.0,15.0,44.0,37.0,13.0,27.0,6.0,5.0,4.0
396,28.0,31.0,22.0,24.0,6.0,12.0,17.0,9.0,14.0,16.0
397,28.0,31.0,22.0,24.0,6.0,12.0,17.0,9.0,14.0,16.0
398,11.0,17.0,7.0,29.0,13.0,2.0,15.0,5.0,2.0,2.0
399,11.0,17.0,7.0,29.0,13.0,2.0,15.0,5.0,2.0,2.0
400,4.0,5.0,3.0,23.0,18.0,2.0,10.0,2.0,,2.0
401,6.0,6.0,5.0,28.0,21.0,1.0,11.0,10.0,2.0,1.0
402,6.0,6.0,5.0,28.0,21.0,1.0,11.0,10.0,2.0,1.0
403,10.0,13.0,8.0,49.0,24.0,2.0,15.0,6.0,2.0,2.0
404,10.0,13.0,8.0,49.0,24.0,2.0,15.0,6.0,2.0,2.0
405,18.0,16.0,11.0,29.0,24.0,6.0,11.0,3.0,6.0,1.0
406,18.0,16.0,11.0,29.0,24.0,6.0,11.0,3.0,6.0,1.0
407,10.0,17.0,12.0,17.0,14.0,1.0,5.0,1.0,1.0,1.0
408,11.0,17.0,9.0,35.0,24.0,1.0,20.0,8.0,5.0,4.0
409,13.0,22.0,3.0,25.0,19.0,12.0,9.0,4.0,1.0,2.0
410,13.0,22.0,3.0,25.0,19.0,12.0,9.0,4.0,1.0,2.0
411,11.0,18.0,8.0,37.0,20.0,3.0,10.0,9.0,7.0,3.0
412,11.0,18.0,8.0,37.0,20.0,3.0,10.0,9.0,7.0,3.0
413,11.0,13.0,9.0,39.0,24.0,2.0,14.0,5.0,10.0,3.0
414,11.0,13.0,9.0,39.0,24.0,2.0,14.0,5.0,10.0,3.0
415,11.0,13.0,9.0,39.0,24.0,2.0,14.0,5.0,10.0,3.0
416,11.0,13.0,9.0,39.0,24.0,2.0,14.0,5.0,10.0,3.0
417,10.0,11.0,4.0,28.0,19.0,,20.0,4.0,3.0,1.0
418,11.0,13.0,9.0,39.0,24.0,2.0,14.0,5.0,10.0,3.0
419,11.0,13.0,9.0,39.0,24.0,2.0,14.0,5.0,10.0,3.0
420,11.0,13.0,9.0,39.0,24.0,2.0,14.0,5.0,10.0,3.0
421,11.0,13.0,9.0,39.0,24.0,2.0,14.0,5.0,10.0,3.0
422,11.0,13.0,9.0,39.0,24.0,2.0,14.0,5.0,10.0,3.0
423,11.0,13.0,9.0,39.0,24.0,2.0,14.0,5.0,10.0,3.0
424,11.0,5.0,2.0,22.0,13.0,2.0,15.0,4.0,,
425,11.0,6.0,2.0,24.0,13.0,2.0,16.0,4.0,,
426,17.0,28.0,13.0,37.0,18.0,5.0,14.0,8.0,11.0,7.0
427,13.0,15.0,11.0,22.0,8.0,6.0,10.0,4.0,4.0,1.0
428,17.0,27.0,11.0,42.0,23.0,4.0,27.0,10.0,4.0,9.0
429,17.0,27.0,11.0,42.0,23.0,4.0,27.0,10.0,4.0,9.0
430,12.0,31.0,14.0,47.0,22.0,10.0,18.0,14.0,9.0,8.0
431,11.0,16.0,4.0,48.0,21.0,6.0,23.0,7.0,3.0,1.0
432,8.0,6.0,6.0,34.0,11.0,2.0,11.0,3.0,2.0,2.0
433,8.0,6.0,6.0,34.0,11.0,2.0,11.0,3.0,2.0,2.0
434,13.0,10.0,3.0,20.0,30.0,1.0,21.0,4.0,1.0,1.0
435,8.0,15.0,8.0,31.0,21.0,3.0,10.0,6.0,5.0,3.0
436,7.0,10.0,5.0,20.0,6.0,1.0,11.0,3.0,5.0,2.0
437,8.0,15.0,8.0,31.0,21.0,3.0,10.0,6.0,5.0,3.0
438,20.0,27.0,17.0,38.0,32.0,8.0,18.0,10.0,2.0,4.0
439,31.0,40.0,23.0,26.0,22.0,12.0,20.0,10.0,19.0,9.0
440,14.0,16.0,4.0,48.0,27.0,9.0,22.0,12.0,4.0,2.0
441,14.0,16.0,4.0,48.0,27.0,9.0,22.0,12.0,4.0,2.0
442,14.0,16.0,4.0,48.0,27.0,9.0,22.0,12.0,4.0,2.0
443,14.0,16.0,4.0,48.0,27.0,9.0,22.0,12.0,4.0,2.0
444,14.0,16.0,4.0,48.0,27.0,9.0,22.0,12.0,4.0,2.0
445,7.0,14.0,2.0,24.0,21.0,2.0,10.0,2.0,,
446,15.0,19.0,12.0,27.0,15.0,3.0,13.0,2.0,6.0,4.0
447,15.0,19.0,12.0,27.0,15.0,3.0,13.0,2.0,6.0,4.0
448,17.0,23.0,14.0,26.0,12.0,5.0,13.0,6.0,5.0,6.0
449,18.0,25.0,14.0,28.0,13.0,5.0,17.0,7.0,5.0,6.0
450,12.0,16.0,4.0,38.0,25.0,2.0,12.0,6.0,3.0,2.0
451,12.0,16.0,4.0,38.0,25.0,2.0,12.0,6.0,3.0,2.0
452,18.0,21.0,9.0,27.0,14.0,4.0,9.0,1.0,4.0,2.0
453,10.0,13.0,5.0,38.0,24.0,6.0,22.0,9.0,6.0,2.0
454,10.0,13.0,5.0,38.0,24.0,6.0,22.0,9.0,6.0,2.0
455,17.0,22.0,7.0,46.0,29.0,9.0,45.0,14.0,5.0,3.0
456,21.0,27.0,10.0,32.0,26.0,9.0,18.0,6.0,7.0,1.0
457,22.0,31.0,13.0,37.0,29.0,9.0,19.0,7.0,9.0,2.0
458,19.0,27.0,10.0,26.0,14.0,5.0,15.0,9.0,6.0,4.0
459,14.0,23.0,11.0,15.0,11.0,3.0,14.0,2.0,7.0,4.0
460,20.0,24.0,8.0,34.0,17.0,7.0,17.0,6.0,6.0,3.0
461,12.0,19.0,12.0,27.0,17.0,5.0,9.0,3.0,5.0,5.0
462,7.0,11.0,4.0,11.0,3.0,,4.0,,2.0,1.0
463,7.0,11.0,4.0,11.0,3.0,,4.0,,2.0,1.0
464,23.0,22.0,9.0,31.0,22.0,6.0,20.0,3.0,5.0,4.0
465,12.0,20.0,12.0,28.0,8.0,1.0,4.0,3.0,4.0,3.0
466,16.0,31.0,11.0,30.0,18.0,10.0,20.0,10.0,11.0,6.0
467,16.0,31.0,11.0,30.0,18.0,10.0,20.0,10.0,11.0,6.0
468,15.0,24.0,14.0,40.0,23.0,4.0,7.0,9.0,1.0,1.0
469,12.0,13.0,11.0,25.0,11.0,4.0,13.0,6.0,5.0,2.0
470,19.0,21.0,9.0,41.0,14.0,5.0,12.0,5.0,8.0,3.0
471,16.0,20.0,11.0,21.0,14.0,4.0,6.0,6.0,4.0,4.0
472,16.0,20.0,11.0,21.0,14.0,4.0,6.0,6.0,4.0,4.0
473,12.0,19.0,6.0,37.0,22.0,1.0,5.0,3.0,6.0,3.0
474,11.0,19.0,6.0,36.0,21.0,1.0,5.0,3.0,6.0,3.0
475,10.0,13.0,2.0,28.0,16.0,4.0,11.0,7.0,5.0,
476,10.0,13.0,2.0,28.0,16.0,4.0,11.0,7.0,5.0,
477,10.0,13.0,2.0,28.0,16.0,4.0,11.0,7.0,5.0,
478,10.0,13.0,2.0,28.0,16.0,4.0,11.0,7.0,5.0,
479,18.0,24.0,4.0,55.0,22.0,5.0,22.0,8.0,4.0,
480,13.0,16.0,3.0,37.0,18.0,2.0,16.0,6.0,1.0,
481,2.0,7.0,2.0,28.0,11.0,2.0,14.0,2.0,6.0,1.0
482,10.0,13.0,6.0,19.0,9.0,6.0,8.0,2.0,10.0,3.0
483,10.0,13.0,6.0,19.0,9.0,6.0,8.0,2.0,10.0,3.0
484,7.0,8.0,2.0,26.0,9.0,,7.0,1.0,3.0,1.0
485,18.0,20.0,6.0,32.0,13.0,7.0,17.0,6.0,5.0,4.0
486,8.0,13.0,6.0,39.0,21.0,2.0,10.0,3.0,6.0,6.0
487,11.0,11.0,4.0,45.0,33.0,4.0,11.0,4.0,5.0,2.0
488,25.0,20.0,13.0,45.0,33.0,8.0,18.0,11.0,5.0,6.0
489,10.0,18.0,7.0,22.0,10.0,3.0,15.0,4.0,6.0,
490,16.0,21.0,6.0,34.0,24.0,5.0,16.0,6.0,7.0,3.0
491,16.0,21.0,6.0,34.0,24.0,5.0,16.0,6.0,7.0,3.0
492,16.0,21.0,6.0,34.0,24.0,5.0,16.0,6.0,7.0,3.0
493,22.0,39.0,15.0,43.0,21.0,7.0,17.0,5.0,13.0,8.0
494,17.0,21.0,7.0,43.0,19.0,2.0,15.0,9.0,11.0,8.0
495,17.0,21.0,7.0,43.0,19.0,2.0,15.0,9.0,11.0,8.0
496,17.0,21.0,7.0,43.0,19.0,2.0,15.0,9.0,11.0,8.0
497,31.0,36.0,23.0,55.0,31.0,8.0,29.0,4.0,11.0,14.0
498,28.0,40.0,15.0,43.0,21.0,9.0,22.0,6.0,10.0,10.0
499,28.0,40.0,15.0,42.0,20.0,9.0,21.0,6.0,10.0,10.0
500,14.0,17.0,16.0,35.0,21.0,5.0,11.0,2.0,3.0,1.0
501,14.0,17.0,16.0,35.0,21.0,5.0,11.0,2.0,3.0,1.0
502,14.0,17.0,16.0,35.0,21.0,5.0,11.0,2.0,3.0,1.0
503,23.0,18.0,21.0,22.0,20.0,4.0,15.0,6.0,4.0,3.0
504,5.0,8.0,6.0,18.0,11.0,1.0,6.0,2.0,2.0,2.0
505,34.0,37.0,20.0,28.0,31.0,14.0,22.0,4.0,4.0,1.0
506,7.0,9.0,6.0,13.0,17.0,2.0,10.0,2.0,5.0,2.0
507,11.0,14.0,10.0,17.0,18.0,2.0,13.0,3.0,5.0,3.0
508,11.0,15.0,7.0,24.0,13.0,3.0,11.0,4.0,4.0,1.0
509,11.0,15.0,7.0,24.0,13.0,3.0,11.0,4.0,4.0,1.0
510,12.0,15.0,11.0,22.0,19.0,2.0,16.0,5.0,5.0,3.0
511,10.0,14.0,7.0,24.0,13.0,3.0,11.0,4.0,3.0,1.0
512,11.0,14.0,11.0,19.0,21.0,2.0,13.0,2.0,6.0,4.0
513,11.0,14.0,11.0,19.0,21.0,2.0,13.0,2.0,6.0,4.0
514,11.0,14.0,11.0,19.0,21.0,2.0,13.0,2.0,6.0,4.0
515,11.0,14.0,11.0,19.0,21.0,2.0,13.0,2.0,6.0,4.0
516,11.0,14.0,11.0,19.0,21.0,2.0,13.0,2.0,6.0,4.0
517,40.0,45.0,29.0,56.0,39.0,10.0,25.0,10.0,9.0,12.0
518,40.0,45.0,29.0,58.0,40.0,10.0,25.0,10.0,9.0,12.0
519,53.0,99.0,57.0,78.0,29.0,18.0,38.0,17.0,24.0,17.0
520,4.0,6.0,4.0,4.0,2.0,,,,2.0,1.0
521,4.0,6.0,4.0,4.0,2.0,,,,2.0,1.0
522,3.0,10.0,4.0,24.0,11.0,3.0,11.0,3.0,2.0,1.0
523,12.0,18.0,11.0,36.0,22.0,2.0,15.0,3.0,5.0,3.0
524,6.0,7.0,3.0,12.0,11.0,2.0,4.0,,2.0,
525,23.0,31.0,19.0,40.0,32.0,7.0,17.0,7.0,12.0,9.0
526,11.0,13.0,7.0,29.0,16.0,6.0,12.0,2.0,2.0,2.0
527,17.0,19.0,10.0,45.0,28.0,5.0,14.0,5.0,2.0,1.0
528,17.0,19.0,10.0,43.0,28.0,5.0,14.0,5.0,2.0,1.0
529,17.0,19.0,10.0,43.0,28.0,5.0,14.0,5.0,2.0,1.0
530,9.0,16.0,4.0,14.0,10.0,2.0,5.0,2.0,6.0,2.0
531,8.0,9.0,3.0,24.0,8.0,3.0,7.0,7.0,,1.0
532,14.0,19.0,14.0,17.0,15.0,5.0,18.0,2.0,4.0,3.0
533,31.0,24.0,22.0,48.0,30.0,9.0,23.0,4.0,8.0,6.0
534,23.0,19.0,11.0,25.0,39.0,1.0,23.0,4.0,,3.0
535,17.0,14.0,17.0,28.0,25.0,3.0,10.0,3.0,5.0,4.0
536,8.0,5.0,3.0,16.0,15.0,,3.0,1.0,,
537,8.0,5.0,3.0,16.0,15.0,,3.0,1.0,,
538,8.0,5.0,3.0,16.0,15.0,,3.0,1.0,,
539,16.0,23.0,13.0,50.0,29.0,2.0,24.0,2.0,6.0,5.0
540,17.0,27.0,13.0,29.0,18.0,9.0,17.0,7.0,14.0,13.0
541,9.0,13.0,4.0,30.0,12.0,5.0,14.0,6.0,11.0,3.0
542,7.0,8.0,1.0,18.0,7.0,1.0,3.0,3.0,3.0,1.0
543,18.0,27.0,12.0,45.0,30.0,11.0,20.0,20.0,13.0,9.0
544,18.0,16.0,12.0,33.0,19.0,1.0,6.0,7.0,6.0,3.0
545,11.0,18.0,8.0,22.0,16.0,3.0,13.0,6.0,2.0,2.0
546,4.0,6.0,3.0,18.0,8.0,,1.0,2.0,,1.0
547,9.0,10.0,3.0,19.0,13.0,2.0,9.0,2.0,2.0,1.0
548,8.0,11.0,8.0,17.0,10.0,3.0,10.0,4.0,4.0,2.0
549,5.0,10.0,3.0,22.0,11.0,5.0,5.0,8.0,3.0,
550,9.0,9.0,1.0,15.0,13.0,1.0,10.0,5.0,4.0,
551,19.0,21.0,2.0,49.0,28.0,6.0,18.0,10.0,14.0,3.0
552,17.0,16.0,3.0,23.0,16.0,,13.0,1.0,6.0,3.0
553,17.0,16.0,3.0,23.0,16.0,,13.0,1.0,6.0,3.0
554,17.0,16.0,3.0,23.0,16.0,,13.0,1.0,6.0,3.0
555,17.0,16.0,3.0,23.0,16.0,,13.0,1.0,6.0,3.0
556,17.0,15.0,5.0,25.0,15.0,3.0,14.0,5.0,5.0,4.0
557,17.0,15.0,5.0,25.0,15.0,3.0,14.0,5.0,5.0,4.0
558,17.0,15.0,5.0,25.0,15.0,3.0,14.0,5.0,5.0,4.0
559,17.0,15.0,5.0,25.0,15.0,3.0,14.0,5.0,5.0,4.0
560,17.0,15.0,5.0,25.0,15.0,3.0,14.0,5.0,5.0,4.0
561,5.0,6.0,2.0,21.0,11.0,3.0,4.0,3.0,3.0,
562,8.0,18.0,5.0,29.0,26.0,3.0,12.0,6.0,3.0,3.0
563,11.0,23.0,14.0,32.0,19.0,7.0,18.0,9.0,6.0,2.0
564,17.0,16.0,8.0,22.0,16.0,2.0,11.0,3.0,5.0,2.0
565,17.0,16.0,8.0,22.0,16.0,2.0,11.0,3.0,5.0,2.0
566,17.0,16.0,8.0,22.0,16.0,2.0,11.0,3.0,5.0,2.0
567,35.0,34.0,16.0,59.0,39.0,12.0,33.0,13.0,11.0,7.0
568,35.0,34.0,16.0,59.0,39.0,12.0,33.0,13.0,11.0,7.0
569,5.0,10.0,4.0,18.0,10.0,3.0,14.0,5.0,3.0,
570,22.0,23.0,17.0,31.0,19.0,7.0,14.0,7.0,4.0,10.0
571,44.0,54.0,25.0,35.0,28.0,11.0,24.0,7.0,8.0,9.0
572,34.0,40.0,17.0,31.0,24.0,9.0,19.0,6.0,9.0,9.0
573,30.0,34.0,18.0,29.0,24.0,9.0,8.0,7.0,9.0,8.0
574,214.0,264.0,130.0,218.0,136.0,57.0,164.0,39.0,177.0,64.0
575,148.0,178.0,86.0,147.0,96.0,36.0,107.0,17.0,123.0,45.0
